,Date,Name,Symbol,Share,Weight,WK Change
1771,2021-10-23,China Pacific I..,601601,"656,000",0.01,NA
1772,2021-10-23,Shanghai Pharma..,601607,"225,444",0.01,NA
1773,2021-10-23,Metallurgical C..,601618,"1,348,900",0.01,NA
1774,2021-10-23,China Life Insu..,601628,"507,500",0.01,NA
1775,2021-10-23,Great Wall Moto..,601633,"374,680",0.01,NA
1776,2021-10-23,Zhuzhou Kibing ..,601636,"248,300",0.01,NA
1777,2021-10-23,Pingdingshan Ti..,601666,"296,900",0.01,NA
1778,2021-10-23,China State Con..,601668,"5,427,429",0.01,NA
1779,2021-10-23,Power Construct..,601669,"1,390,000",0.01,NA
1780,2021-10-23,Huatai Securiti..,601688,"704,100",0.01,NA
1781,2021-10-23,Ningbo Tuopu Gr..,601689,"115,600",0.01,NA
1782,2021-10-23,BOC Internation..,601696,"127,700",0.01,NA
1783,2021-10-23,Shanxi Lu'an En..,601699,"375,050",0.01,NA
1784,2021-10-23,Zhengzhou Coal ..,601717,"192,900",0.01,NA
1785,2021-10-23,Shanghai Electr..,601727,"1,189,400",0.01,NA
1786,2021-10-23,CRRC Corp. Ltd.,601766,"3,174,600",0.01,NA
1787,2021-10-23,Everbright Secu..,601788,"524,095",0.01,NA
1788,2021-10-23,Changzhou Xingy..,601799,"31,900",0.01,NA
1789,2021-10-23,Anhui Xinhua Me..,601801,"222,000",0.01,NA
1790,2021-10-23,China Oilfield ..,601808,"236,889",0.01,NA
1791,2021-10-23,Beijing-Shangha..,601816,"1,271,490",0.01,NA
1792,2021-10-23,China Everbrigh..,601818,"4,566,226",0.01,NA
1793,2021-10-23,Red Star Macall..,601828,"107,580",0.01,NA
1794,2021-10-23,Bank of Chengdu..,601838,"169,900",0.01,NA
1795,2021-10-23,Flat Glass Grou..,601865,"101,100",0.01,NA
1796,2021-10-23,COSCO SHIPPING ..,601866,"1,224,040",0.01,NA
1797,2021-10-23,Yangtze Optical..,601869,"90,800",0.01,NA
1798,2021-10-23,China Merchants..,601872,"1,047,676",0.01,NA
1799,2021-10-23,Kimberly-Clark ..,KIMBERA,"1,544,226",0.01,NA
1800,2021-10-23,Kinnevik AB,KINV,"21,632",0.01,NA
1801,2021-10-23,Kumba Iron Ore ..,KIO,"100,511",0.01,30.43
1802,2021-10-23,Kalbe Farma Tbk..,KLBF,"35,764,337",0.01,NA
1803,2021-10-23,Kuala Lumpur Ke..,KLK,"885,300",0.01,NA
1804,2021-10-23,Koza Altin Isle..,KOZAL.E,"84,344",0.01,NA
1805,2021-10-23,Kiwi Property G..,KPG,"2,902,346",0.01,NA
1806,2021-10-23,Krung Thai Bank..,KTB-F,"11,615,062",0.01,NA
1807,2021-10-23,Krungthai Card ..,KTC-F,"2,127,021",0.01,NA
1808,2021-10-23,L&T Finance Hol..,L&TFH,"1,634,811",0.01,NA
1809,2021-10-23,IJM Corp. Bhd.,IJM,"5,897,740",0.01,NA
1810,2021-10-23,Israel Corp. Lt..,ILCO,"5,893",0.01,NA
1811,2021-10-23,Iluka Resources..,ILU,"779,446",0.01,NA
1812,2021-10-23,I-Mab,IMAB,"48,440",0.01,65.39
1813,2021-10-23,Vale Indonesia ..,INCO,"3,718,262",0.01,39.22
1814,2021-10-23,Indofood Sukses..,INDF,"8,369,805",0.01,"2,932.50"
1815,2021-10-23,InterGlobe Avia..,INDIGO,"179,481",0.01,NA
1816,2021-10-23,Indah Kiat Pulp..,INKP,"4,906,400",0.01,NA
1817,2021-10-23,Investec Ltd.,INL,"517,887",0.01,NA
1818,2021-10-23,Indocement Tung..,INTP,"2,371,098",0.01,NA
1819,2021-10-23,Intouch Holding..,INTUCH-R,"366,800",0.01,NA
1820,2021-10-23,IOI Properties ..,IOIPG,"3,387,500",0.01,NA
1821,2021-10-23,Ipca Laboratori..,IPCALAB,"126,413",0.01,NA
1822,2021-10-23,iQIYI Inc.,IQ,"545,368",0.01,-58.20
1823,2021-10-23,Inter RAO UES P..,IRAO,"66,374,300",0.01,NA
1824,2021-10-23,IRB Brasil Ress..,IRBR3,"2,070,819",0.01,NA
1825,2021-10-23,Indian Railway ..,IRCTC,"96,135",0.01,NA
1826,2021-10-23,Indian Railway ..,IRFC,"3,249,187",0.01,NA
1827,2021-10-23,IRPC PCL,IRPC-F,"19,107,389",0.01,NA
1828,2021-10-23,Interconexion E..,ISA,"814,334",0.01,NA
1829,2021-10-23,Turkiye Is Bank..,ISCTR.E,"2,705,586",0.01,NA
1830,2021-10-23,Iskenderun Demi..,ISDMR.E,"273,450",0.01,NA
1831,2021-10-23,Itau CorpBanca ..,ITAUCORP,"307,847,806",0.01,NA
1832,2021-10-23,Itau Unibanco H..,ITUB3,"440,301",0.01,NA
1833,2021-10-23,Indorama Ventur..,IVL-F,"3,943,515",0.01,NA
1834,2021-10-23,JDE Peet's NV,JDEP,"154,977",0.01,NA
1835,2021-10-23,Just Eat Takeaw..,JETl,"48,678",0.01,NA
1836,2021-10-23,Jollibee Foods ..,JFC,"772,268",0.01,0.00
1837,2021-10-23,Jindal Steel & ..,JINDALSTEL,"747,248",0.01,NA
1838,2021-10-23,51job Inc.,JOBS,"52,642",0.01,-11.27
1839,2021-10-23,Jasa Marga Pers..,JSMR,"3,751,819",0.01,NA
1840,2021-10-23,JSW Energy Ltd.,JSWENERGY,"712,761",0.01,NA
1841,2021-10-23,Keppel REIT,K71U,"3,911,868",0.01,NA
1842,2021-10-23,Kansai Nerolac ..,KANSAINER,"233,508",0.01,NA
1843,2021-10-23,Kasikornbank PC..,KBANK-R,"658,837",0.01,NA
1844,2021-10-23,Kingsoft Cloud ..,KC,"172,418",0.01,-1.84
1845,2021-10-23,KOC Holding AS,KCHOL.E,"1,593,227",0.01,NA
1846,2021-10-23,Kenon Holdings ..,KEN,"25,107",0.01,61.14
1847,2021-10-23,Korea Electric ..,KEP,"350,836",0.01,2.31
1848,2021-10-23,Ningxia Baofeng..,600989,"332,500",0.01,NA
1849,2021-10-23,Jointown Pharma..,600998,"241,100",0.01,NA
1850,2021-10-23,China Merchants..,600999,"947,567",0.01,NA
1851,2021-10-23,TangShan Port G..,601000,"801,200",0.01,NA
1852,2021-10-23,Liuzhou Iron & ..,601003,"140,100",0.01,NA
1853,2021-10-23,Bank of Nanjing..,601009,"1,305,765",0.01,NA
1854,2021-10-23,CECEP Wind-Powe..,601016,"665,300",0.01,NA
1855,2021-10-23,Ningbo Zhoushan..,601018,"1,203,000",0.01,NA
1856,2021-10-23,Shandong Publis..,601019,"145,100",0.01,NA
1857,2021-10-23,Spring Airlines..,601021,"93,543",0.01,NA
1858,2021-10-23,CSC Financial C..,601066,"210,338",0.01,NA
1859,2021-10-23,Chongqing Rural..,601077,"496,000",0.01,NA
1860,2021-10-23,China Shenhua E..,601088,"480,656",0.01,NA
1861,2021-10-23,China South Pub..,601098,"230,100",0.01,NA
1862,2021-10-23,Pacific Securit..,601099,"938,519",0.01,NA
1863,2021-10-23,Jiangsu Hengli ..,601100,"149,358",0.01,NA
1864,2021-10-23,Caitong Securit..,601108,"139,600",0.01,NA
1865,2021-10-23,Air China Ltd.,601111,"498,226",0.01,NA
1866,2021-10-23,China National ..,601117,"698,100",0.01,NA
1867,2021-10-23,Foxconn Industr..,601138,"507,700",0.01,NA
1868,2021-10-23,Shenzhen Gas Co..,601139,"315,300",0.01,NA
1869,2021-10-23,Seazen Holdings..,601155,"290,897",0.01,NA
1870,2021-10-23,Chongqing Water..,601158,"213,400",0.01,NA
1871,2021-10-23,Tianfeng Securi..,601162,"1,154,280",0.01,NA
1872,2021-10-23,Bank of Beijing..,601169,"2,851,600",0.01,NA
1873,2021-10-23,Tsingtao Brewer..,600600,"91,811",0.01,NA
1874,2021-10-23,Greenland Holdi..,600606,"908,954",0.01,NA
1875,2021-10-23,Lao Feng Xiang ..,600612,"42,669",0.01,NA
1876,2021-10-23,Shanghai Dazhon..,600635,"339,500",0.01,NA
1877,2021-10-23,Shanghai Jinqia..,600639,"37,660",0.01,NA
1878,2021-10-23,Shenergy Co. Lt..,600642,"650,000",0.01,NA
1879,2021-10-23,Shanghai AJ Gro..,600643,"161,633",0.01,NA
1880,2021-10-23,Shanghai Waigao..,600648,"61,500",0.01,NA
1881,2021-10-23,Shanghai Yuyuan..,600655,"504,600",0.01,NA
1882,2021-10-23,Cinda Real Esta..,600657,"377,000",0.01,NA
1883,2021-10-23,Fuyao Glass Ind..,600660,"158,400",0.01,NA
1884,2021-10-23,Shanghai Lujiaz..,600663,"108,472",0.01,NA
1885,2021-10-23,Guangdong HEC T..,600673,"432,553",0.01,NA
1886,2021-10-23,Sichuan Chuanto..,600674,"601,900",0.01,NA
1887,2021-10-23,Sinopec Shangha..,600688,"338,000",0.01,NA
1888,2021-10-23,Haier Smart Hom..,600690,"832,796",0.01,NA
1889,2021-10-23,Ningbo Joyson E..,600699,"163,500",0.01,NA
1890,2021-10-23,Sanan Optoelect..,600703,"599,000",0.01,NA
1891,2021-10-23,Wuchan Zhongda ..,600704,"654,300",0.01,NA
1892,2021-10-23,AVIC Industry-F..,600705,"1,176,800",0.01,NA
1893,2021-10-23,Chongqing Depar..,600729,"50,200",0.01,NA
1894,2021-10-23,Liaoning Cheng ..,600739,"193,200",0.01,NA
1895,2021-10-23,Huayu Automotiv..,600741,"405,269",0.01,NA
1896,2021-10-23,Wingtech Techno..,600745,"159,000",0.01,NA
1897,2021-10-23,Shanghai Indust..,600748,"204,300",0.01,NA
1898,2021-10-23,Shanghai Jinjia..,600754,"85,420",0.01,NA
1899,2021-10-23,Xiamen ITG Grou..,600755,"253,000",0.01,NA
1900,2021-10-23,Topchoice Medic..,600763,"41,278",0.01,NA
1901,2021-10-23,Sichuan Swellfu..,600779,"64,700",0.01,NA
1902,2021-10-23,CMST Developmen..,600787,"379,200",0.01,NA
1903,2021-10-23,GD Power Develo..,600795,"2,361,796",0.01,NA
1904,2021-10-23,Huaxin Cement C..,600801,"187,800",0.01,NA
1905,2021-10-23,ENN Natural Gas..,600803,"342,400",0.01,NA
1906,2021-10-23,Maanshan Iron &..,600808,"1,540,900",0.01,NA
1907,2021-10-23,Shanghai Tunnel..,600820,"499,144",0.01,NA
1908,2021-10-23,Shanghai Shimao..,600823,"394,194",0.01,NA
1909,2021-10-23,Shanghai Bailia..,600827,"215,000",0.01,NA
1910,2021-10-23,Shanghai Mechan..,600835,"74,800",0.01,NA
1911,2021-10-23,Haitong Securit..,600837,"1,419,926",0.01,NA
1912,2021-10-23,Shanghai Lingan..,600848,"201,288",0.01,NA
1913,2021-10-23,Wangfujing Grou..,600859,"128,900",0.01,NA
1914,2021-10-23,Inner Mongolia ..,600863,"851,600",0.01,NA
1915,2021-10-23,Tonghua Dongbao..,600867,"266,977",0.01,NA
1916,2021-10-23,Sinopec Oilfiel..,600871,"543,200",0.01,NA
1917,2021-10-23,Jonjee Hi-Tech ..,600872,"104,394",0.01,NA
1918,2021-10-23,Dongfang Electr..,600875,"275,284",0.01,NA
1919,2021-10-23,Hongfa Technolo..,600885,"97,300",0.01,NA
1920,2021-10-23,SDIC Power Hold..,600886,"901,900",0.01,NA
1921,2021-10-23,Inner Mongolia ..,600887,"839,600",0.01,NA
1922,2021-10-23,AECC Aviation P..,600893,"351,600",0.01,NA
1923,2021-10-23,Shanghai Zhangj..,600895,"199,900",0.01,NA
1924,2021-10-23,Huaan Securitie..,600909,"416,260",0.01,NA
1925,2021-10-23,Zhongtai Securi..,600918,"321,300",0.01,NA
1926,2021-10-23,Bank of Jiangsu..,600919,"727,090",0.01,NA
1927,2021-10-23,Bank of Hangzho..,600926,"735,435",0.01,NA
1928,2021-10-23,Orient Securiti..,600958,"693,092",0.01,NA
1929,2021-10-23,CNOOC Energy Te..,600968,"872,200",0.01,NA
1930,2021-10-23,Sinoma Internat..,600970,"239,600",0.01,NA
1931,2021-10-23,Huaibei Mining ..,600985,"267,200",0.01,NA
1932,2021-10-23,Vodafone Idea L..,IDEA,"14,700,378",0.01,-50.00
1933,2021-10-23,IDFC First Bank..,IDFCFIRSTB,"5,633,287",0.01,NA
1934,2021-10-23,IOOF Holdings L..,IFL,"1,183,748",0.01,NA
1935,2021-10-23,Infratil Ltd.,IFT,"952,813",0.01,NA
1936,2021-10-23,Indraprastha Ga..,IGL,"650,831",0.01,NA
1937,2021-10-23,Capital Securit..,6005,"3,923,587",0.01,NA
1938,2021-10-23,China National ..,600511,"92,700",0.01,NA
1939,2021-10-23,GMR Infrastruct..,GMRINFRA,"3,997,146",0.01,NA
1940,2021-10-23,Metalurgica Ger..,GOAU4,"1,333,000",0.01,NA
1941,2021-10-23,Godrej Industri..,GODREJIND,"147,850",0.01,NA
1942,2021-10-23,Godrej Properti..,GODREJPROP,"163,560",0.01,NA
1943,2021-10-23,Barrick Gold Co..,GOLD,"23,670",0.01,-28.83
1944,2021-10-23,Gaotu Techedu I..,GOTU,"260,600",0.01,-95.30
1945,2021-10-23,Global Power Sy..,GPSC-F,"1,297,152",0.01,NA
1946,2021-10-23,Grifols SA,GRF.P,"292,833",0.01,NA
1947,2021-10-23,Grendene SA,GRND3,"625,200",0.01,NA
1948,2021-10-23,Gruma SAB de CV,GRUMAB,"385,286",0.01,NA
1949,2021-10-23,Grupo Argos SA/..,GRUPOARGOS,"578,994",0.01,NA
1950,2021-10-23,Grupo de Invers..,GRUPOSURA,"450,450",0.01,NA
1951,2021-10-23,GT Capital Hold..,GTCAP,"183,938",0.01,NA
1952,2021-10-23,Guararapes Conf..,GUAR3,"164,900",0.01,NA
1953,2021-10-23,Gubre Fabrikala..,GUBRF.E,"146,594",0.01,NA
1954,2021-10-23,Gujarat Gas Ltd..,GUJGASLTD,"373,843",0.01,NA
1955,2021-10-23,GrandVision NV,GVNV,"88,648",0.01,NA
1956,2021-10-23,Gav-Yam Lands C..,GVYM,"173,184",0.01,NA
1957,2021-10-23,Gazit-Globe Ltd..,GZT,"126,514",0.01,NA
1958,2021-10-23,Hindustan Aeron..,HAL,"65,030",0.01,104.34
1959,2021-10-23,Turkiye Halk Ba..,HALKB.E,"1,106,418",0.01,NA
1960,2021-10-23,HAP Seng Consol..,HAPSENG,"1,211,400",0.01,NA
1961,2021-10-23,Harmony Gold Mi..,HAR,"986,495",0.01,0.00
1962,2021-10-23,Harel Insurance..,HARL,"208,347",0.01,19.29
1963,2021-10-23,Hartalega Holdi..,HARTA,"2,808,200",0.01,NA
1964,2021-10-23,Habib Bank Ltd.,HBL,"1,334,725",0.01,NA
1965,2021-10-23,Hindustan Zinc ..,HINDZINC,"431,442",0.01,NA
1966,2021-10-23,Hong Leong Fina..,HLFG,"411,035",0.01,NA
1967,2021-10-23,Ascott Residenc..,HMN,"3,302,191",0.01,16.89
1968,2021-10-23,Home Product Ce..,HMPRO-F,"10,803,692",0.01,NA
1969,2021-10-23,Hanjaya Mandala..,HMSP,"15,846,300",0.01,NA
1970,2021-10-23,Honeywell Autom..,HONAUT,"4,048",0.01,NA
1971,2021-10-23,HOCHTIEF AG,HOT,"36,378",0.01,0.00
1972,2021-10-23,Humansoft Holdi..,HUMANSOFT,"177,747",0.01,NA
1973,2021-10-23,Husqvarna AB,HUSQ,"5,486",0.01,NA
1974,2021-10-23,Harvey Norman H..,HVN,"1,107,537",0.01,NA
1975,2021-10-23,RusHydro PJSC,HYDR,"217,254,634",0.01,NA
1976,2021-10-23,Hypera SA,HYPE3,"736,559",0.01,NA
1977,2021-10-23,International C..,IAG,"2,118,428",0.01,-27.78
1978,2021-10-23,Indiabulls Hous..,IBULHSGFIN,"626,312",0.01,NA
1979,2021-10-23,ICADE,ICAD,"59,154",0.01,0.19
1980,2021-10-23,Indofood CBP Su..,ICBP,"4,138,884",0.01,NA
1981,2021-10-23,Fangda Carbon N..,600516,"485,516",0.01,NA
1982,2021-10-23,Zhejiang Huahai..,600521,"186,920",0.01,NA
1983,2021-10-23,Jiangsu Zhongti..,600522,"387,300",0.01,NA
1984,2021-10-23,Shandong Pharma..,600529,"78,800",0.01,NA
1985,2021-10-23,China National ..,600536,"93,300",0.01,NA
1986,2021-10-23,Shandong Gold M..,600547,"1,133,063",0.01,NA
1987,2021-10-23,Xiamen Tungsten..,600549,"187,399",0.01,NA
1988,2021-10-23,Inmyshow Digita..,600556,"170,900",0.01,NA
1989,2021-10-23,Glarun Technolo..,600562,"159,000",0.01,NA
1990,2021-10-23,Hubei Jumpcan P..,600566,"36,000",0.01,NA
1991,2021-10-23,Shanying Intern..,600567,"647,200",0.01,NA
1992,2021-10-23,Hundsun Technol..,600570,"217,217",0.01,NA
1993,2021-10-23,Wolong Electric..,600580,"172,500",0.01,NA
1994,2021-10-23,Tian Di Science..,600582,"529,200",0.01,NA
1995,2021-10-23,Offshore Oil En..,600583,"576,900",0.01,NA
1996,2021-10-23,JCET Group Co. ..,600584,"238,700",0.01,NA
1997,2021-10-23,Anhui Conch Cem..,600585,"388,800",0.01,NA
1998,2021-10-23,Yonyou Network ..,600588,"477,962",0.01,NA
1999,2021-10-23,Bright Dairy & ..,600597,"160,300",0.01,NA
2000,2021-10-23,Heilongjiang Ag..,600598,"231,300",0.01,NA
2001,2021-10-23,Humanwell Healt..,600079,"205,100",0.01,NA
2002,2021-10-23,TBEA Co. Ltd.,600089,"480,100",0.01,NA
2003,2021-10-23,Greattown Holdi..,600094,"241,500",0.01,NA
2004,2021-10-23,Xiangcai Co. Lt..,600095,"182,700",0.01,NA
2005,2021-10-23,SAIC Motor Corp..,600104,"1,271,521",0.01,NA
2006,2021-10-23,Sinolink Securi..,600109,"391,100",0.01,NA
2007,2021-10-23,China Northern ..,600111,"476,100",0.01,NA
2008,2021-10-23,China Eastern A..,600115,"872,329",0.01,NA
2009,2021-10-23,Chongqing Brewe..,600132,"63,100",0.01,NA
2010,2021-10-23,Kingfa Sci & Te..,600143,"358,300",0.01,NA
2011,2021-10-23,China CSSC Hold..,600150,"592,500",0.01,NA
2012,2021-10-23,Xiamen C & D In..,600153,"366,700",0.01,NA
2013,2021-10-23,Zhejiang Juhua ..,600160,"346,949",0.01,NA
2014,2021-10-23,Beijing Tiantan..,600161,"182,121",0.01,NA
2015,2021-10-23,Luenmei Quantum..,600167,"152,800",0.01,NA
2016,2021-10-23,Shanghai Constr..,600170,"851,600",0.01,NA
2017,2021-10-23,China Jushi Co...,600176,"518,653",0.01,NA
2018,2021-10-23,Youngor Group C..,600177,"655,000",0.01,NA
2019,2021-10-23,Shengyi Technol..,600183,"288,700",0.01,NA
2020,2021-10-23,Yanzhou Coal Mi..,600188,"107,000",0.01,NA
2021,2021-10-23,Shanghai Fosun ..,600196,"238,915",0.01,NA
2022,2021-10-23,Zhejiang Medici..,600216,"131,900",0.01,NA
2023,2021-10-23,Shandong Nansha..,600219,"1,523,300",0.01,NA
2024,2021-10-23,YTO Express Gro..,600233,"338,600",0.01,NA
2025,2021-10-23,Guangxi Guiguan..,600236,"387,200",0.01,NA
2026,2021-10-23,Guangxi Wuzhou ..,600252,"372,600",0.01,NA
2027,2021-10-23,Guanghui Energy..,600256,"916,800",0.01,NA
2028,2021-10-23,BTG Hotels Grou..,600258,"130,297",0.01,NA
2029,2021-10-23,Nanjing Iron & ..,600282,"697,400",0.01,NA
2030,2021-10-23,Angel Yeast Co...,600298,"105,900",0.01,NA
2031,2021-10-23,Bluestar Adisse..,600299,"133,700",0.01,NA
2032,2021-10-23,Shanghai Jahwa ..,600315,"86,600",0.01,NA
2033,2021-10-23,Huafa Industria..,600325,"246,900",0.01,NA
2034,2021-10-23,Guangzhou Baiyu..,600332,"157,100",0.01,NA
2035,2021-10-23,Tibet Summit Re..,600338,"79,600",0.01,NA
2036,2021-10-23,China Fortune L..,600340,"478,047",0.01,NA
2037,2021-10-23,Hengli Petroche..,600346,"409,800",0.01,NA
2038,2021-10-23,Shan Xi Hua Yan..,600348,"330,800",0.01,NA
2039,2021-10-23,Shandong Hi-spe..,600350,"308,600",0.01,NA
2040,2021-10-23,Zhejiang Longsh..,600352,"408,000",0.01,NA
2041,2021-10-23,Jiangxi Copper ..,600362,"309,400",0.01,NA
2042,2021-10-23,Southwest Secur..,600369,"893,700",0.01,NA
2043,2021-10-23,Chinese Univers..,600373,"135,800",0.01,NA
2044,2021-10-23,Beijing Capital..,600376,"340,513",0.01,NA
2045,2021-10-23,Jiangsu Express..,600377,"76,000",0.01,NA
2046,2021-10-23,Joincare Pharma..,600380,"254,400",0.01,NA
2047,2021-10-23,Gemdale Corp.,600383,"578,200",0.01,NA
2048,2021-10-23,Fujian Longking..,600388,"119,900",0.01,NA
2049,2021-10-23,Shenghe Resourc..,600392,"237,500",0.01,NA
2050,2021-10-23,Guizhou Panjian..,600395,"246,400",0.01,NA
2051,2021-10-23,Saudi Airlines ..,6004,"73,116",0.01,NA
2052,2021-10-23,NARI Technology..,600406,"716,080",0.01,NA
2053,2021-10-23,Tangshan Sanyou..,600409,"263,100",0.01,NA
2054,2021-10-23,Zhejiang China ..,600415,"693,300",0.01,NA
2055,2021-10-23,Shandong Hualu ..,600426,"273,344",0.01,NA
2056,2021-10-23,Zhangzhou Pient..,600436,"77,597",0.01,NA
2057,2021-10-23,Tongwei Co. Ltd..,600438,"583,700",0.01,NA
2058,2021-10-23,Shenzhen Kingdo..,600446,"295,891",0.01,NA
2059,2021-10-23,Hangzhou Silan ..,600460,"174,300",0.01,NA
2060,2021-10-23,Sichuan Languan..,600466,"324,100",0.01,NA
2061,2021-10-23,Fujian Funeng C..,600483,"155,800",0.01,NA
2062,2021-10-23,Jiangsu Yangnon..,600486,"39,500",0.01,NA
2063,2021-10-23,Zhongjin Gold C..,600489,"619,850",0.01,NA
2064,2021-10-23,Fiberhome Telec..,600498,"141,597",0.01,NA
2065,2021-10-23,Inner Mongolia ..,600010,"5,104,725",0.01,NA
2066,2021-10-23,Huaneng Power I..,600011,"445,200",0.01,NA
2067,2021-10-23,Huaxia Bank Co...,600015,"1,977,198",0.01,NA
2068,2021-10-23,China Minsheng ..,600016,"2,991,300",0.01,NA
2069,2021-10-23,Shanghai Intern..,600018,"1,361,200",0.01,NA
2070,2021-10-23,Baoshan Iron & ..,600019,"2,406,200",0.01,NA
2071,2021-10-23,XL Axiata Tbk P..,EXCL,"6,217,150",0.01,0.00
2072,2021-10-23,Exide Industrie..,EXIDEIND,"846,098",0.01,NA
2073,2021-10-23,Exxaro Resource..,EXX,"463,363",0.01,NA
2074,2021-10-23,Ez Tec Empreend..,EZTC3,"184,500",0.01,NA
2075,2021-10-23,Fraser & Neave ..,F&N,"184,700",0.01,NA
2076,2021-10-23,Falabella SA,FALABELLA,"1,466,550",0.01,NA
2077,2021-10-23,San Miguel Food..,FB,"1,191,868",0.01,16.46
2078,2021-10-23,Federal Bank Lt..,FEDERALBNK,"2,792,892",0.01,NA
2079,2021-10-23,Federal Grid Co..,FEES,"489,926,667",0.01,NA
2080,2021-10-23,Fortress REIT L..,FFA,"2,243,733",0.01,24.09
2081,2021-10-23,Fortress REIT L..,FFB,"1,449,035",0.01,NA
2082,2021-10-23,Fauji Fertilize..,FFC,"1,224,622",0.01,17.08
2083,2021-10-23,FF Group,FFGRP,"60,219",0.01,NA
2084,2021-10-23,FGV Holdings Bh..,FGV,"1,008,700",0.01,NA
2085,2021-10-23,First Internati..,FIBI,"97,062",0.01,NA
2086,2021-10-23,Fielmann AG,FIE,"43,738",0.01,NA
2087,2021-10-23,Sovcomflot PJSC,FLOT,"702,230",0.01,1.66
2088,2021-10-23,Fleury SA,FLRY3,"426,218",0.01,NA
2089,2021-10-23,Flight Centre T..,FLT,"266,407",0.01,11.70
2090,2021-10-23,FUCHS PETROLUB ..,FPE,"60,009",0.01,11.12
2091,2021-10-23,Fraport AG Fran..,FRA,"65,039",0.01,13.53
2092,2021-10-23,Smartfren Telec..,FREN,"175,820,700",0.01,NA
2093,2021-10-23,Fresnillo plc,FRES,"347,048",0.01,NA
2094,2021-10-23,Ford Otomotiv S..,FROTO.E,"113,244",0.01,NA
2095,2021-10-23,Fattal Holdings..,FTAL,"9,098",0.01,NA
2096,2021-10-23,Fawry for Banki..,FWRY,"1,201,697",0.01,NA
2097,2021-10-23,Gamuda Bhd.,GAMUDA,"4,103,000",0.01,NA
2098,2021-10-23,Turkiye Garanti..,GARAN.E,"3,930,189",0.01,NA
2099,2021-10-23,Gulf Bank KSCP,GBK,"3,139,268",0.01,NA
2100,2021-10-23,Grupo Carso SAB..,GCARSOA1,"824,945",0.01,NA
2101,2021-10-23,GCC SAB de CV,GCC,"294,800",0.01,22.86
2102,2021-10-23,Genting Malaysi..,GENM,"5,239,700",0.01,0.00
2103,2021-10-23,Genting Bhd.,GENTING,"4,217,600",0.01,NA
2104,2021-10-23,Grupo Financier..,GFINBURO,"3,854,203",0.01,NA
2105,2021-10-23,Gerdau SA,GGB,"973,517",0.01,14.71
2106,2021-10-23,Gudang Garam Tb..,GGRM,"838,686",0.01,NA
2107,2021-10-23,General Insuran..,GICRE,"192,631",0.01,NA
2108,2021-10-23,Gillette India ..,GILLETTE,"13,938",0.01,NA
2109,2021-10-23,GlaxoSmithKline..,GLAXO,"78,928",0.01,NA
2110,2021-10-23,Glenmark Pharma..,GLENMARK,"275,961",0.01,NA
2111,2021-10-23,Globe Telecom I..,GLO,"53,992",0.01,31.77
2112,2021-10-23,Galapagos NV,GLPG,"91,288",0.01,-58.63
2113,2021-10-23,Grupo Mateus SA,GMAT3,"724,600",0.01,NA
2114,2021-10-23,Shanghai Electr..,600021,"325,100",0.01,NA
2115,2021-10-23,COSCO SHIPPING ..,600026,"536,400",0.01,NA
2116,2021-10-23,Huadian Power I..,600027,"630,800",0.01,NA
2117,2021-10-23,China Petroleum..,600028,"2,951,500",0.01,NA
2118,2021-10-23,China Southern ..,600029,"930,797",0.01,NA
2119,2021-10-23,CITIC Securitie..,600030,"1,179,821",0.01,NA
2120,2021-10-23,Sany Heavy Indu..,600031,"1,117,000",0.01,NA
2121,2021-10-23,AVICOPTER plc,600038,"78,400",0.01,NA
2122,2021-10-23,Sichuan Road & ..,600039,"621,470",0.01,NA
2123,2021-10-23,Poly Developmen..,600048,"1,576,895",0.01,NA
2124,2021-10-23,China United Ne..,600050,"3,543,700",0.01,NA
2125,2021-10-23,China Meheco Co..,600056,"144,800",0.01,NA
2126,2021-10-23,SDIC Capital Co..,600061,"587,784",0.01,NA
2127,2021-10-23,China Resources..,600062,"108,900",0.01,NA
2128,2021-10-23,Yutong Bus Co. ..,600066,"284,400",0.01,NA
2129,2021-10-23,Enlight Renewab..,ENLT,"1,674,014",0.01,NA
2130,2021-10-23,Energix-Renewab..,ENRG,"341,758",0.01,NA
2131,2021-10-23,Empresa Naciona..,ENTEL,"248,092",0.01,NA
2132,2021-10-23,Faurecia SE,EO,"27,154",0.01,NA
2133,2021-10-23,Eregli Demir ve..,EREGL.E,"2,515,961",0.01,NA
2134,2021-10-23,Ezdan Holding G..,ERES,"2,852,201",0.01,1.44
2135,2021-10-23,Telefonaktiebol..,ERIC,"50,718",0.01,-6.91
2136,2021-10-23,National Bank o..,ETE,"993,461",0.01,NA
2137,2021-10-23,Telecom Egypt C..,ETEL,"582,348",0.01,NA
2138,2021-10-23,Eurobank Ergasi..,EUROB,"4,785,957",0.01,NA
2139,2021-10-23,Livzon Pharmace..,513,"45,600",0.01,NA
2140,2021-10-23,Xian Internatio..,516,"277,200",0.01,NA
2141,2021-10-23,KEPCO Plant Ser..,51600,"40,103",0.01,NA
2142,2021-10-23,Rongan Property..,517,"427,200",0.01,NA
2143,2021-10-23,North Industrie..,519,"103,700",0.01,NA
2144,2021-10-23,LG Household & ..,51905,"4,280",0.01,NA
2145,2021-10-23,LG Chem Ltd.,51915,"14,347",0.01,NA
2146,2021-10-23,Nippon Electric..,5214,"150,779",0.01,NA
